timestamp,slice_id,bandwidth_mbps,latency_ms,packet_rate_pps,cpu_usage_pct,memory_usage_pct,jitter_ms,drop_rate_pct,cross_slice_score,label
1700006252.0,2,214.51459317851794,8.074484593963932,461.6422280484056,17.019927910115314,18.219837296530724,1.0216526078856392,0.2662901768583732,0.026187058547333192,0
1700004684.0,2,186.3981303285323,12.041638216633553,504.61830342745,12.909477137469716,15.912878654219469,0.7467320794464929,0.405282982563011,0.03974309560908786,0
1700001731.0,1,201.13160011392785,0.839732060178683,994.5833058377706,18.3954370316399,26.393506495642637,0.049166677993756534,0.018428720959869808,0.016163641710341424,0
1700004742.0,2,189.9553305812643,9.957697893520008,540.4870419888631,12.302149571013489,16.61594056731853,1.108245556769507,0.490977058357971,0.013245807318885017,0
1700004521.0,2,228.87468545840767,10.300080455519916,517.1241553370899,13.292271464494737,16.45456912666015,1.1238312244834334,0.39067100344932465,0.03641849485552315,0
1700006340.0,1,203.31377407319854,0.8405794015806215,1029.5590939138842,21.425986141061564,23.513276286113815,0.03613667185406555,0.018951665808385074,0.00026715497970304647,0
1700000576.0,2,199.7797037841219,8.198497003491923,480.0738696816131,11.187455355998589,21.287534359624996,1.1663275117903154,0.47783651134291955,0.032858869672567924,0
1700005202.0,1,189.90654965786288,0.788698646794119,994.775126090161,19.157925267068496,23.836982975014298,0.06364517048672585,0.011508575758731113,0.011220946232592635,0
1700006363.0,1,191.6505733219962,0.8106500761047423,1007.6738738038393,20.58094663873114,20.96554683737634,0.05095170995880189,0.0013886054323072067,0.006852793219461048,0
1700000439.0,1,216.08780855734375,0.8414114845092312,1054.543083530185,18.611181463924225,24.550177842762672,0.03566848185475288,0.007376687964665985,0.012468274238215754,0
1700002750.0,1,205.0146927420326,0.8462440446431126,972.5321284161976,17.847640782674368,22.59349943511442,0.039177802603226786,0.007898212607879825,0.010336903012105348,0
1700007487.0,1,179.6814113752141,4.846130473916881,580.8230732937259,80.11920352285165,45.28817356859616,1.5821349314991147,2.5446506524875554,0.4087475370031421,1
1700005272.0,0,782.2840810836315,4.2910992796093765,5227.358743885767,28.403808707718344,40.96755252673745,0.47198633761408365,0.05604132984263263,0.021457544847100662,0
1700005653.0,0,770.6016110961115,4.004106286438164,5091.294752601018,31.622747413695002,41.81306692360709,0.49704482692542085,0.09779221739924383,0.01322246213598844,0
1700003999.0,1,202.68650809835012,0.8870925152193639,937.1667180691321,19.932319651172225,20.146116825864556,0.041670459819095826,0.01350974585869723,0.007846856991049329,0
1700006033.0,0,811.8100583259934,3.818569287191435,5099.676642940932,28.25984464296009,41.30702117866112,0.6027320961205402,0.1026975211191462,0.021757397652960014,0
1700000582.0,0,809.3933530572167,4.038949574886409,5161.273084931542,31.99744490907418,40.288011130026206,0.43281325891161715,0.13530642745546634,0.031907461160252476,0
1700009930.0,1,193.38207949710417,0.8469407636796951,1100.1538335068926,15.901266004234877,27.60852697952044,0.15907554420571146,0.008745060815784866,0.25759119804529673,3
1700007051.0,2,1773.213646094124,11.078982879030608,14278.810529099508,91.53832241278062,90.19052575726825,1.7815141427267165,1.2227578343858254,0.5035614014578679,1
1700008158.0,1,184.89899045545332,1.3960450614879598,1248.5455880678373,30.058370614499548,31.413245181598292,2.726636595263097,9.526278249441432,0.7113650823325972,2
1700009896.0,2,186.55981993141364,8.06228622499337,563.8271369008147,18.260286424890204,19.037396647580014,0.14560211317294486,0.57072047386331,0.259325754819018,3
1700002249.0,0,814.1629007316528,4.041767019539085,5030.136845770383,31.15474946206647,37.83511867378892,0.7258460796154644,0.16142332452117714,0.005261591031902841,0
1700004640.0,0,805.8518869842738,4.317322015563942,5297.310404266698,34.93772816481808,34.37040462359043,0.4948294836404305,0.09190897134578344,0.03317721447109616,0
1700009485.0,1,190.97869986685004,0.812423441898052,989.7635287697644,22.275125436326814,25.057442519308694,0.13240049383883948,0.01603280957865965,0.2233325596248253,3
1700004947.0,1,194.5537280793051,0.8378850420650101,1010.0301592665558,18.848538346152736,25.019895189535237,0.06297956840235044,0.009140900819537327,0.016545537604265123,0
1700009920.0,1,214.3081430433304,0.7886363650882926,989.8800437746694,25.685244794419408,25.526161840104947,0.1789896153285889,0.005501940452709439,0.25366907493365287,3
